recording,monkey,analysis,fold,dimension,tau_samples,n_training_trials,tau_method,robust_peaks_hz,adjustment
monkeyT_session-y070316001-4_lfp-7,T,matched_short,0,5,15,96,ami_first_local_minimum,"[24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_short,1,5,15,96,ami_first_local_minimum,"[24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_short,2,5,15,96,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_short,3,5,15,96,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_short,4,3,15,96,ami_first_local_minimum,[22.0],
monkeyT_session-y070316001-4_lfp-7,T,matched_long,0,5,17,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_long,1,5,18,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_long,2,5,17,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_long,3,5,16,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-7,T,matched_long,4,5,17,96,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-8,T,short,0,5,18,100,ami_first_local_minimum,"[24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,short,1,7,25,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,short,2,7,18,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,short,3,7,19,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,short,4,7,28,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_short,0,5,18,100,ami_first_local_minimum,"[24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_short,1,7,25,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_short,2,7,18,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_short,3,7,19,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_short,4,7,28,101,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_long,0,5,28,100,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_long,1,5,28,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_long,2,5,28,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_long,3,5,28,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316001-4_lfp-8,T,matched_long,4,5,18,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316006-8_lfp-7,T,short,0,7,16,105,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,short,1,7,15,105,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,short,2,7,15,106,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,short,3,7,15,106,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,short,4,5,15,106,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_short,0,7,16,105,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_short,1,7,15,105,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_short,2,7,15,106,ami_first_local_minimum,"[6.0, 24.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_short,3,7,15,106,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_short,4,5,15,106,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_long,0,3,15,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070316006-8_lfp-7,T,matched_long,1,5,16,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_long,2,5,16,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316006-8_lfp-7,T,matched_long,3,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070316006-8_lfp-7,T,matched_long,4,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070316006-8_lfp-8,T,short,0,5,13,100,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,short,1,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,short,2,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,short,3,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,short,4,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_short,0,5,13,100,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_short,1,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_short,2,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_short,3,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_short,4,5,13,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_long,0,5,14,100,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_long,1,5,14,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_long,2,5,15,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_long,3,5,14,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316006-8_lfp-8,T,matched_long,4,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,short,0,3,16,158,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,short,1,3,16,158,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,short,2,3,15,158,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,short,3,3,16,159,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,short,4,3,15,159,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_short,0,3,16,148,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_short,1,3,16,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_short,2,3,15,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_short,3,3,16,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_short,4,3,15,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_long,0,3,15,148,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-7,T,matched_long,1,7,15,149,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-7,T,matched_long,2,5,16,149,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070316009-12_lfp-7,T,matched_long,3,7,15,149,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-7,T,matched_long,4,5,15,149,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,short,0,3,13,158,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,short,1,5,13,158,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,short,2,5,13,158,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,short,3,5,13,159,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,short,4,5,13,159,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,matched_short,0,5,13,148,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,matched_short,1,5,13,149,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,matched_short,2,5,13,149,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,matched_short,3,3,13,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,matched_short,4,5,13,149,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070316009-12_lfp-8,T,matched_long,0,3,13,148,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,matched_long,1,3,13,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,matched_long,2,3,13,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,matched_long,3,3,13,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070316009-12_lfp-8,T,matched_long,4,3,13,149,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-5,T,short,0,5,14,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,short,1,5,15,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,short,2,5,15,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,short,3,5,14,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,short,4,5,14,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_short,0,5,14,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_short,1,5,15,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_short,2,5,15,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_short,3,5,14,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_short,4,5,14,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_long,0,5,25,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_long,1,5,25,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_long,2,5,25,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_long,3,5,25,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-5,T,matched_long,4,5,23,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-6,T,short,0,3,16,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,short,1,3,16,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,short,2,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,short,3,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,short,4,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_short,0,3,16,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_short,1,3,16,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_short,2,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_short,3,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_short,4,3,16,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-6,T,matched_long,0,7,29,105,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070412010-15_lfp-6,T,matched_long,1,5,26,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-6,T,matched_long,2,7,26,106,ami_first_local_minimum,"[6.0, 22.0, 46.0]",
monkeyT_session-y070412010-15_lfp-6,T,matched_long,3,5,25,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-6,T,matched_long,4,7,26,106,ami_first_local_minimum,"[6.0, 22.0, 44.0]",
monkeyT_session-y070412010-15_lfp-7,T,short,0,3,15,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,short,1,3,15,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,short,2,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,short,3,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,short,4,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_short,0,3,15,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_short,1,3,15,105,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_short,2,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_short,3,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_short,4,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-7,T,matched_long,0,5,21,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-7,T,matched_long,1,5,20,105,ami_first_local_minimum,"[8.0, 22.0]",
monkeyT_session-y070412010-15_lfp-7,T,matched_long,2,5,23,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-7,T,matched_long,3,5,21,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-7,T,matched_long,4,5,21,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-8,T,short,0,3,15,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,short,1,3,15,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,short,2,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,short,3,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,short,4,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_short,0,3,15,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_short,1,3,15,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_short,2,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_short,3,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_short,4,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070412010-15_lfp-8,T,matched_long,0,5,23,100,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-8,T,matched_long,1,5,26,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-8,T,matched_long,2,5,26,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-8,T,matched_long,3,5,27,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070412010-15_lfp-8,T,matched_long,4,5,26,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,short,0,5,15,115,ami_first_local_minimum,"[4.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,short,1,5,15,115,ami_first_local_minimum,"[4.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,short,2,5,15,115,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413002-8_lfp-6,T,short,3,5,14,115,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,short,4,5,14,116,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_short,0,5,14,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_short,1,5,14,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_short,2,5,15,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_short,3,3,15,106,ami_first_local_minimum,[22.0],
monkeyT_session-y070413002-8_lfp-6,T,matched_short,4,5,15,106,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_long,0,5,13,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_long,1,5,13,105,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_long,2,5,13,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_long,3,5,13,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413002-8_lfp-6,T,matched_long,4,5,13,106,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-5,T,short,0,3,8,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,short,1,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,short,2,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,short,3,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,short,4,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_short,0,3,8,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_short,1,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_short,2,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_short,3,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_short,4,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_long,0,3,9,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_long,1,3,9,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_long,2,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_long,3,3,14,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-5,T,matched_long,4,3,9,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-6,T,short,0,5,15,100,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,short,1,5,15,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,short,2,5,11,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,short,3,3,11,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-6,T,short,4,5,15,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_short,0,5,15,100,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_short,1,5,15,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_short,2,5,11,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_short,3,3,11,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-6,T,matched_short,4,5,15,101,ami_first_local_minimum,"[22.0, 46.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_long,0,5,15,100,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_long,1,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_long,2,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_long,3,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-6,T,matched_long,4,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-7,T,short,0,5,8,100,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,short,1,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,short,2,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,short,3,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,short,4,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_short,0,5,8,100,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_short,1,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_short,2,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_short,3,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_short,4,5,8,101,ami_first_local_minimum,"[6.0, 24.0]",
monkeyT_session-y070413009-13_lfp-7,T,matched_long,0,3,8,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-7,T,matched_long,1,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-7,T,matched_long,2,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-7,T,matched_long,3,3,8,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-7,T,matched_long,4,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,short,0,3,8,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-8,T,short,1,3,7,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,short,2,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,short,3,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,short,4,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_short,0,3,8,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_short,1,3,7,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_short,2,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_short,3,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_short,4,3,8,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070413009-13_lfp-8,T,matched_long,0,5,14,100,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-8,T,matched_long,1,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-8,T,matched_long,2,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-8,T,matched_long,3,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070413009-13_lfp-8,T,matched_long,4,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070416003-7_lfp-5,T,short,0,3,13,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-5,T,short,1,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,short,2,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,short,3,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_short,0,3,13,100,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_short,1,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_short,2,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_short,3,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_long,0,3,13,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_long,1,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_long,2,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_long,3,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-5,T,matched_long,4,3,13,101,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-6,T,short,0,3,13,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-6,T,short,1,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,short,2,3,12,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,short,3,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_short,0,3,13,100,ami_first_local_minimum,[22.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_short,1,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_short,2,3,12,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_short,3,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_short,4,3,13,101,ami_first_local_minimum,[24.0],
monkeyT_session-y070416003-7_lfp-6,T,matched_long,0,5,14,100,ami_first_local_minimum,"[6.0, 22.0]",
monkeyT_session-y070416003-7_lfp-6,T,matched_long,1,5,14,101,ami_first_local_minimum,"[6.0, 22.0]",
