row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,window_index,trial_index,stage,stage_name,start_sample,end_sample_exclusive,event_sample,preprocessing_error,cloud_sha256
60,47,197,2,1,short,361,60,1,post_TC,2884,3184,2884,,b6fb61f6f9e6b85ce8c1af7577204919e87583408b1cedd353a3e317265353f5
60,47,197,2,1,short,362,60,2,pre_SC,3463,3763,3763,,29cd589678eb5edc3e552b9ed138da41c1c416519046f3d105ee5589d95b63ab
60,47,197,2,1,short,363,60,3,post_SC,3763,4063,3763,,75ca46a059beadd3422bd03221cee7fb629c172de1eb619ea38415c23ca892a9
60,47,197,2,1,short,364,60,4,pre_GO,4200,4500,4500,,ac154d6a8dffdfe2f14c0c607e4c7f982cdc6faac76c9f52aa8c61b417aa6f68
60,47,197,2,1,short,365,60,5,post_GO,4500,4800,4500,,cabbcb6ae8530ff9ca96a86eb5dc952e013b8439c7e5e680b7936e36a581316a
61,57,281,2,2,short,366,61,0,pre_TC,2585,2885,2885,,4ad26c788162e830a23f8b716aa8c8b585fc3ecb7a3c131172911f08ea4e984e
61,57,281,2,2,short,367,61,1,post_TC,2885,3185,2885,,5ee45f575293d32599f948c722ca501485378b058a97f1c315d8fdb3e30401ec
61,57,281,2,2,short,368,61,2,pre_SC,3463,3763,3763,,04fda9bf9fa855a558992412bf58196916cc85f30a5585dae58ab86a0e802b53
61,57,281,2,2,short,369,61,3,post_SC,3763,4063,3763,,d23fbed8f15915818e7c07b48d394b903695dd8abb4b19b100ace293a1303b1c
61,57,281,2,2,short,370,61,4,pre_GO,4200,4500,4500,,a78ec0b26dc135435d9bcbdd9290b4e258babe158a3c00449257bf9cdcfdaf53
61,57,281,2,2,short,371,61,5,post_GO,4500,4800,4500,,86b861f37f310b55b8789cecbb27b23012e4553167371eb9b894687915fb049e
62,48,401,2,4,short,372,62,0,pre_TC,2576,2876,2876,,ca6d884a98f951ee1047417a0e3cab045d6eb4002a348aadf122c4351ddc16b6
62,48,401,2,4,short,373,62,1,post_TC,2876,3176,2876,,8168b51a86e3692945b2b3a0517a9730ed426f9d7412b150a4513b84137d5c80
62,48,401,2,4,short,374,62,2,pre_SC,3462,3762,3762,,bc1897d7ae922d936b19b36591a1c419993421de9428c98db3a65948e2397119
62,48,401,2,4,short,375,62,3,post_SC,3762,4062,3762,,231cac8803f7d57560ab1a58c0875dbcb78c44cbbbd7d3b5879e3175a1b4c27b
62,48,401,2,4,short,376,62,4,pre_GO,4200,4500,4500,,a4e9fc916f956a73cf554c4d47f1ed829c6ac3d58ec59151eace6f3be03c86b5
62,48,401,2,4,short,377,62,5,post_GO,4500,4800,4500,,eeee2ee39f6ea9b47fee03c79d4b0a85dde741a6aa13a41fac98ea9f5981debf
63,42,34,2,2,short,378,63,0,pre_TC,2584,2884,2884,,ee0037cd5be6d5f6e6e4feefb43430b248ca010ce3def7910b6d040788bfeb99
63,42,34,2,2,short,379,63,1,post_TC,2884,3184,2884,,be1e3a3540dbbf0b9bdf5dcf7286d1983d82a9159bda8fa7ba80633b7b883604
63,42,34,2,2,short,380,63,2,pre_SC,3463,3763,3763,,f830c78e45b41afa4d422161b3f4e13213c99f63fe727db482eb46a7cad8010f
63,42,34,2,2,short,381,63,3,post_SC,3763,4063,3763,,42c5787e1eccb6ac9b72bdc8142354ff3bbe4e8bdc21868d6d037efd6165131a
63,42,34,2,2,short,382,63,4,pre_GO,4200,4500,4500,,94a1f6b577da4a842a106afe1f3af67bd1a5c3748c46415bca00a0b61ce00328
63,42,34,2,2,short,383,63,5,post_GO,4500,4800,4500,,c8b9d7386bbb7eaccd34ffb1b083ccb49af67feaf465f6c217c87e489498e197
64,34,479,2,0,short,384,64,0,pre_TC,2583,2883,2883,,4fe827316bf8c6ef21fd7d61a41349974d334c27e05aa69dac9e2fbb14bacc4a
64,34,479,2,0,short,385,64,1,post_TC,2883,3183,2883,,7630b3b5d4d3d88e4e2bd3713f5288522c4aa07c3583c68cd8aab24153b256b0
64,34,479,2,0,short,386,64,2,pre_SC,3462,3762,3762,,31af23a45501489a5446899af00660c3add7ee8e82a74ba7291dfd59ed93a0d2
64,34,479,2,0,short,387,64,3,post_SC,3762,4062,3762,,7f3308ec108e009d87fce419515aecbf07471e466e65c56ae4df1bf52b36ed5e
64,34,479,2,0,short,388,64,4,pre_GO,4200,4500,4500,,dffdad40c83478efe692b8dec0d5085fe58709e95d54d646ce02558fa72379e5
64,34,479,2,0,short,389,64,5,post_GO,4500,4800,4500,,96880ba2535626e898a90b258be31be27cd85fd521dda46435a3bab37be884b0
65,40,117,2,1,short,390,65,0,pre_TC,2575,2875,2875,,132ebcc1de650cefa4a128811e682a55de33bf4a901ea936b9774f60a8a7d5f7
65,40,117,2,1,short,391,65,1,post_TC,2875,3175,2875,,d73c60ef4f5f86242a6c8aa4bfb3636350c0a9faa1ecf2b8e43456dfe382f469
65,40,117,2,1,short,392,65,2,pre_SC,3462,3762,3762,,fe96523a6347ce47e1934a8f9a607c3495c3fbe128aab2b17e02b9b17f058e85
65,40,117,2,1,short,393,65,3,post_SC,3762,4062,3762,,440199d590c34c51bc8f38b3c8819837490b5c5a0f214f9402c525f74749471a
65,40,117,2,1,short,394,65,4,pre_GO,4200,4500,4500,,98f6d6c3c15193c7a85bae6f31a3edbb2ea871618c01b59ba57161ea187c81e2
65,40,117,2,1,short,395,65,5,post_GO,4500,4800,4500,,52a5b9ead44b92d9f7e85735aadebcd16e82c71eacbd5c54476fc718bd9d0bf6
66,87,663,3,4,short,396,66,0,pre_TC,2568,2868,2868,,b6790234ab39cec3139631d37bf4535b79d18a350e0cf6535433843ad3fd98bf
66,87,663,3,4,short,397,66,1,post_TC,2868,3168,2868,,83c4c4c6f30911c5025dc899c0c07ce99eceed9595c7b289f74655a4dce824a7
66,87,663,3,4,short,398,66,2,pre_SC,3455,3755,3755,,7ba58b1e2a91037bfd5292c5e342efcfb55c262215766c5c8c7d384fe0959203
66,87,663,3,4,short,399,66,3,post_SC,3755,4055,3755,,bdd028e311e4cc2922db817636e31f454dc25718ff5d6b0b4a3cd7156b14147f
66,87,663,3,4,short,400,66,4,pre_GO,4200,4500,4500,,5b1563ce3d09147a6ae40fcef1fcde7b626f6f0122ff5f1fb98c9bf15be59f8c
66,87,663,3,4,short,401,66,5,post_GO,4500,4800,4500,,b7e4e1d93cb3e63c19088a21be4ab316e5f5d20e9756e7999d18c5ab542cad85
67,77,14,3,4,short,402,67,0,pre_TC,2584,2884,2884,,5745870f09082e85d63bb15740fbce5e197bb850e04f161603b7d0dd19e4da73
67,77,14,3,4,short,403,67,1,post_TC,2884,3184,2884,,a8650e6445d0f42f79c1c2efb3a2f42d83250f6a4276151db3f71c43e5d46967
67,77,14,3,4,short,404,67,2,pre_SC,3463,3763,3763,,bdc95ab9ba6b2eb1faced0de13fab3e086c07a679aef70894f179cbb086defdb
67,77,14,3,4,short,405,67,3,post_SC,3763,4063,3763,,dc78a523884e2575f253b433b6a4e8ec6ea835f0f52b578699575b71621011bf
67,77,14,3,4,short,406,67,4,pre_GO,4200,4500,4500,,077b059ab0ce20e84c2ac50b021d57cffd2b1a29bef83fe7e640b7aa4dcaa9bd
67,77,14,3,4,short,407,67,5,post_GO,4500,4800,4500,,66c21b37b1c9fe7ad26fee5e512cc4460c961fad4bd6bfac748ccac64baf34bd
68,76,540,3,0,short,408,68,0,pre_TC,2583,2883,2883,,10159e357f87bd6dd499693bb63d7725b3fd5f9e7faddc9bab13b5faf4221d13
68,76,540,3,0,short,409,68,1,post_TC,2883,3183,2883,,c83493ccd14792794005ba2c197569ec9d31e3b51ef2f5659c803fed483276bb
68,76,540,3,0,short,410,68,2,pre_SC,3462,3762,3762,,65f6a9c4d27b3631dd9a118ea83b6671a39e37bf402727083862af05d47c85f9
68,76,540,3,0,short,411,68,3,post_SC,3762,4062,3762,,41e56e68d0911c1dfee226b3b8fd9153035d4cb1276397b4702fb0d39b3add9d
68,76,540,3,0,short,412,68,4,pre_GO,4200,4500,4500,,c59e5e6ab2d658e8b219da5b2fba3b32921d1de49c619836db248f77957a9dab
68,76,540,3,0,short,413,68,5,post_GO,4500,4800,4500,,55c7bf50aee242c13b703647ce236ad15490dcd6f8fe830661d87301ac14982d
69,85,128,3,1,short,414,69,0,pre_TC,2584,2884,2884,,fe3e99075e8af1663917e85786e4c3174690731d5d1468d25c2b4e0ecbdb4716
69,85,128,3,1,short,415,69,1,post_TC,2884,3184,2884,,98379d777c0d8f3c6720fb06daf42904e28da0a7dae0eb390c86a7746a29ad2a
69,85,128,3,1,short,416,69,2,pre_SC,3463,3763,3763,,79ac87b9a42775b1514cdadde34de1f6adf5fb3c620e86d224d6b4b066ba60a2
69,85,128,3,1,short,417,69,3,post_SC,3763,4063,3763,,9526aaec803337828e2b9398c84cd369405415aacbf8c4438b7b71578bdbb55e
69,85,128,3,1,short,418,69,4,pre_GO,4200,4500,4500,,96d8545a0b07b88e7ead4842a088e6222cd22a1783ebe43a8e60a1a8bce3e031
69,85,128,3,1,short,419,69,5,post_GO,4500,4800,4500,,2fc10ff90961ab34ddefa5d0df6cef5f7039c9359553d5c786b320437ece8836
70,68,420,3,2,short,420,70,0,pre_TC,2580,2880,2880,,2010818e0c444f6d769b155dc074b5d46e3497ce4af360039168124c583733a5
70,68,420,3,2,short,421,70,1,post_TC,2880,3180,2880,,5fa3dc49d5ac9422640bb5642459d524813a1a632fe8b4f0b67098f83c5a7ac5
70,68,420,3,2,short,422,70,2,pre_SC,3459,3759,3759,,8f5bf97b7dd08352ae51c7657a199448866e1473dc995a4a327bb4edd0d1a7df
70,68,420,3,2,short,423,70,3,post_SC,3759,4059,3759,,6f6cedf4085ae252172b516aecd9843c3848ce1293f7529b0588712e2e938246
70,68,420,3,2,short,424,70,4,pre_GO,4200,4500,4500,,97584bcde7258a2945fd6a7019b5dbd4afbc2ce962a87572743ae18f2ecaee0b
70,68,420,3,2,short,425,70,5,post_GO,4500,4800,4500,,d25e07c8d85ecdd18b27b8a8f2963842d22d0a04929553f1fe26ad1bbe33f27c
71,83,503,3,3,short,426,71,0,pre_TC,2581,2881,2881,,6e23e1d842c11267a57edf52b2ccdbb56d9735957201bf12f9ed6b27765002af
71,83,503,3,3,short,427,71,1,post_TC,2881,3181,2881,,f7b2698a92d605f5f9c9c11087a499c31912fded299982ccae36b6c60e7bf1a4
71,83,503,3,3,short,428,71,2,pre_SC,3460,3760,3760,,fcb3839fa3b9994895cf2335ccbcf0f79fe34e70185905de43e00a63dfe43ca8
71,83,503,3,3,short,429,71,3,post_SC,3760,4060,3760,,38c6d678f5572e25533e4108e8ba473e32d5d477de5c66ec4803cfa483976cb8
71,83,503,3,3,short,430,71,4,pre_GO,4200,4500,4500,,d25343b367f03ed23e60650916ddd67551e7e68fc1d3638d2a34efc5e0a95b87
71,83,503,3,3,short,431,71,5,post_GO,4500,4800,4500,,b75eff7cc7b18df308684dfb90ef45c0d36b60c7e13f4b77e8b32377c0589f14
72,84,636,3,2,short,432,72,0,pre_TC,2585,2885,2885,,dabe9e1a6c168b62b32ec21a5cb18655c0cde60332897050530c4ea5b6405ea8
72,84,636,3,2,short,433,72,1,post_TC,2885,3185,2885,,ceb8e26f97f132c8966e10c914ddf112b1ca4696cbc033fcac4e69e8c94c25b4
72,84,636,3,2,short,434,72,2,pre_SC,3463,3763,3763,,49cbe2d1d358214ae8219a5ce1fd866bb902905acb2fa2ecb1f488493baaa48d
72,84,636,3,2,short,435,72,3,post_SC,3763,4063,3763,,ba9ac886ad447470b1af716171633b5cc79180ccebe4686087be75f7c1eda1cf
72,84,636,3,2,short,436,72,4,pre_GO,4200,4500,4500,,781be374d6665af54f2bdc101b365008743d0ccf81a4e752cfe9236b605c47b4
72,84,636,3,2,short,437,72,5,post_GO,4500,4800,4500,,daf02e31fdeb7538201dbb41686de63da11a5810e0aba3ce70dd9514f527209d
73,72,307,3,3,short,438,73,0,pre_TC,2585,2885,2885,,3468e344e03261296ed135b8e4465fdf3250ed03047b6c50b835b9eae591a3d7
73,72,307,3,3,short,439,73,1,post_TC,2885,3185,2885,,fa58f5ee353703129b0506869c645c9c863c5ac0d1817dfe233b424435040ceb
73,72,307,3,3,short,440,73,2,pre_SC,3463,3763,3763,,2ae9ab2fb83e626d9b51f781b11ee53efd6c9431bb21ecd85e8451586054056a
73,72,307,3,3,short,441,73,3,post_SC,3763,4063,3763,,9e457b8048879e7ca40720d3b42e315ad33d5fed93ae62e18b648cec14b3903e
73,72,307,3,3,short,442,73,4,pre_GO,4200,4500,4500,,5918e8f2d30da5228ee2ef239fb47f53d2b08537812fab533446c315a2c2050f
73,72,307,3,3,short,443,73,5,post_GO,4500,4800,4500,,f490f118f90a34fcbba0a18064ac56eedadf67b4cce052ea4e05e8e5d711b4a4
74,69,612,3,3,short,444,74,0,pre_TC,2584,2884,2884,,f8c3fcf767430003a29c01dc6e17b0ddb707d6447bc44088e4b291dd0c7d6e1a
74,69,612,3,3,short,445,74,1,post_TC,2884,3184,2884,,363f9f5f84e73ce06a1989382de1689f76be5a9ad3db7614a6f86f5f76e5e386
74,69,612,3,3,short,446,74,2,pre_SC,3463,3763,3763,,5ce893d93f53e72fc55c2585282b54805a1a9ca4125dd038814905ce29336b85
74,69,612,3,3,short,447,74,3,post_SC,3763,4063,3763,,ed5dddd8f15db6ae0f115a5f097ccccf0b725a7655799902a38e1ddae6990d39
74,69,612,3,3,short,448,74,4,pre_GO,4200,4500,4500,,6f9b46f99c25f53731af16478891e951bc334a001a3e1fa8c83c96aa74138dc3
74,69,612,3,3,short,449,74,5,post_GO,4500,4800,4500,,22cf08a7cda1464a935bcba52f3ee980b23c66b8294551cf1bf0c2f6a822f940
75,99,609,3,2,short,450,75,0,pre_TC,2584,2884,2884,,2ce3eafc5c0f2122729c2f130ef1464da0acae64a5628898c75f7046272ddbce
75,99,609,3,2,short,451,75,1,post_TC,2884,3184,2884,,599f9aed54b402a6a7096df48cdae3f3df8c9014c7ae98ead6a99d04b96bf76b
75,99,609,3,2,short,452,75,2,pre_SC,3463,3763,3763,,ab6c3aa20e7b1814630211c505c00002d04200478b6fbc4c62953c2e18807254
75,99,609,3,2,short,453,75,3,post_SC,3763,4063,3763,,a53338e16a7de4f88ff4d8c06c9179d1470be8d39609dc09eef7356acb21297f
75,99,609,3,2,short,454,75,4,pre_GO,4200,4500,4500,,6c866fcb76480fb4e0fc1c5ea2ed2b0b0ee83702a3a429778787b1eb6c7510c1
75,99,609,3,2,short,455,75,5,post_GO,4500,4800,4500,,79228bb1b36dbf58d8e444cc8ef5b2670966bf1339ff4628a179864501231125
76,93,46,3,4,short,456,76,0,pre_TC,2568,2868,2868,,4d277cf16f4a905d53ef30e31d1664f4e3f052e0b95b3c9a6fa1c960f2effb0e
76,93,46,3,4,short,457,76,1,post_TC,2868,3168,2868,,800a020d1b91e979b060e4c5aac0934a18aa48612abf6af58511e01aa5a1befd
76,93,46,3,4,short,458,76,2,pre_SC,3463,3763,3763,,0690768c61de1d0038fb97d9d7af5dfa079e445aac1933d911ee6c74376a4a08
76,93,46,3,4,short,459,76,3,post_SC,3763,4063,3763,,f58f7b05c70ff699d688f74c83bdcf73040545f8d6b88a1163a6f6d21f0080bb
76,93,46,3,4,short,460,76,4,pre_GO,4200,4500,4500,,dc415ed98459ac411b2e69da51150d3c07bd4e6383c1979173671d75868044dd
76,93,46,3,4,short,461,76,5,post_GO,4500,4800,4500,,99eae3690ecca2cbe8005bc21cecc0a25b60e80bfaa8e5cebc48d6ad62a76576
77,89,615,3,0,short,462,77,0,pre_TC,2584,2884,2884,,97db24f6edc3dd3cac747fa929ff73d7eb8c3ae903020589558b19a172e7ba37
77,89,615,3,0,short,463,77,1,post_TC,2884,3184,2884,,f6059676279623e198be9539118f6556c2bf2b7833337db52c1c68f832b035c6
77,89,615,3,0,short,464,77,2,pre_SC,3463,3763,3763,,cb23c830908013ed19ba14ae0bcb11e64529d33002d6ade2dfe813d37b844a5a
77,89,615,3,0,short,465,77,3,post_SC,3763,4063,3763,,fb4705c86c2b42aa02f25ca1b97689f2662c31d87fa1c1b76825f64b8192bba6
77,89,615,3,0,short,466,77,4,pre_GO,4200,4500,4500,,746ef1f88b4c03c12d2365878a0d3d154cf040cd8c4ea95b0e0d3bcf031ab66c
77,89,615,3,0,short,467,77,5,post_GO,4500,4800,4500,,3e575a43641da546a58e2f6528c58cbbbbe13fededbff0a203680c94004e96a0
78,82,510,3,4,short,468,78,0,pre_TC,2584,2884,2884,,d275b4a2c238b93759824b8ca6835a3568f21d08556edfeac35e90db612308ca
78,82,510,3,4,short,469,78,1,post_TC,2884,3184,2884,,e1ec7ff4c593fba5d983894b1775000056e942a8b9ba1c69ebdffdc634fa8adc
78,82,510,3,4,short,470,78,2,pre_SC,3463,3763,3763,,a5e658a4829f4c51fd6a003124e0e6b70eea11acff4a9a7e42dcf7efc63087e4
78,82,510,3,4,short,471,78,3,post_SC,3763,4063,3763,,872d5ef3dec9e9f247d6bae0faa2b1666ee82f2e4238a4c3220d575318fa26d6
78,82,510,3,4,short,472,78,4,pre_GO,4200,4500,4500,,041691e8a91125650aeb34eb80f07e5201e800412e3045d7b46214b6480c2e94
78,82,510,3,4,short,473,78,5,post_GO,4500,4800,4500,,d05fdb7ba4ca70a21bf8d7e9cd525f2a21d18ba689b80a3606874c921444a431
79,96,43,3,0,short,474,79,0,pre_TC,2567,2867,2867,,fc630926dde51d869735549ecd503020d58d6958c87b3addee1458e45e63b7df
79,96,43,3,0,short,475,79,1,post_TC,2867,3167,2867,,31fbfdf2f42c59f662795f9bd85968faf56dc93c78c5046cea401964b8a4e60f
79,96,43,3,0,short,476,79,2,pre_SC,3455,3755,3755,,e7983af22358ffbdab411c56774f855abfb93b091d304fe5ac176815e7e15e05
79,96,43,3,0,short,477,79,3,post_SC,3755,4055,3755,,1c45e3979d0c67c5966d947ca55031857ad569c0b80145aa8ea50561d02656ae
79,96,43,3,0,short,478,79,4,pre_GO,4200,4500,4500,,843bf45e670cdf084e5ff7224a0184f7d13a37558340b4d41b6960dd9b18cf59
79,96,43,3,0,short,479,79,5,post_GO,4500,4800,4500,,69c9e87e728cc6caeb76161bf0e597cad705290859ed5aabbf5e5d2e3d6f1464
80,86,147,3,3,short,480,80,0,pre_TC,2585,2885,2885,,fa43774b218e7431ca78d253dc2a0c3e6c48a8f77a90bbcf9813cc9621756fea
80,86,147,3,3,short,481,80,1,post_TC,2885,3185,2885,,d17a44d39b62246e397782bc0a4b9b50a8743d0366d80ce5aeb60414426b8c25
80,86,147,3,3,short,482,80,2,pre_SC,3463,3763,3763,,577c62cf7fdca4ea3e10d53586945513c3296f7549ea2e199e84aab655cbfa27
80,86,147,3,3,short,483,80,3,post_SC,3763,4063,3763,,0f5f60b665116a1657b89ffbbf4706ab90cfee250e8f921bff16577a8db72437
80,86,147,3,3,short,484,80,4,pre_GO,4200,4500,4500,,509fd9deef8509602f7e9852424d5d01300cbb6b9a0a8825beea067902ef1ed6
80,86,147,3,3,short,485,80,5,post_GO,4500,4800,4500,,baf7cb7651ee5ec525a829454c5c892193f1b6ee4f60ebaebdfd48e8a4851e07
81,94,406,3,4,short,486,81,0,pre_TC,2583,2883,2883,,45ffc0fd42fc15b8617c0ed5d4ada62d1dfec511d64bc0e4f7862e188e7efc70
81,94,406,3,4,short,487,81,1,post_TC,2883,3183,2883,,43bec448b86ab950d3a0e368d33f49b326caffadb171d95408fbe9f125c86240
81,94,406,3,4,short,488,81,2,pre_SC,3462,3762,3762,,44549c9ccb603e098f3aeed50a3703f7a02da8dfdfca2cb6c8d5779c3f32d32c
81,94,406,3,4,short,489,81,3,post_SC,3762,4062,3762,,a68a8845f4185ed073160f84e3ffee7efb05d5044867f2b6c56afa12d6af4f03
81,94,406,3,4,short,490,81,4,pre_GO,4200,4500,4500,,76836969a74a82517973578c3f63627502884301a4fef6a76503e19c6051e223
81,94,406,3,4,short,491,81,5,post_GO,4500,4800,4500,,10527a74c09c594df7466a952555c3cb66fa16124b08620e9e495fb6ef240551
82,74,200,3,1,short,492,82,0,pre_TC,2579,2879,2879,,ab0b50a53e1bdadcc5e874fe7a18fe8517bed291cb3a3eee679be8c7c5209f32
82,74,200,3,1,short,493,82,1,post_TC,2879,3179,2879,,998bdd01255db40b9a897f44538a28fc3826f4b75b4b0f48d6013adf3b93a6db
82,74,200,3,1,short,494,82,2,pre_SC,3462,3762,3762,,34f0ff29e54b0e6f04a41cd9779de5882dc88f9fcc72db89f1c68a1725fb601a
82,74,200,3,1,short,495,82,3,post_SC,3762,4062,3762,,356aa0c18afa6bdd773f8cb07e73d0c9f4a9784338ece81484bab47d8a023b5e
82,74,200,3,1,short,496,82,4,pre_GO,4200,4500,4500,,aef1ac06b968faa54bd259b5d8226c2f1f4b130c6a75a8d89a2a5ab76dac3c1c
82,74,200,3,1,short,497,82,5,post_GO,4500,4800,4500,,e4abb5cef664136d19fcf94aceafa241dbaa3b7153445f8905625af750681f0e
83,79,48,3,0,short,498,83,0,pre_TC,2584,2884,2884,,9f4277a94580b1622cc3c9e9e78496b5e229078ca44f2142a3e572eb63c58ef2
83,79,48,3,0,short,499,83,1,post_TC,2884,3184,2884,,541c57a750e2923e7a6cb6557550bd5f03458ee4c295b78c6705e0b1ecd2469a
83,79,48,3,0,short,500,83,2,pre_SC,3463,3763,3763,,86da7c5eef3e6000aeeec16c6c0ffdf65ebf48ee3baa53c1019fed880e057176
83,79,48,3,0,short,501,83,3,post_SC,3763,4063,3763,,7643d81cdade63628b9f4d4179a065cfc840116547881e89c3e27dedf80e1cab
83,79,48,3,0,short,502,83,4,pre_GO,4200,4500,4500,,be41cd75280f93dd98bfaca0442398721bafee270c4b163e71741410e93c657f
83,79,48,3,0,short,503,83,5,post_GO,4500,4800,4500,,bc34c56a7f0c1eb66e798f39d58b768f2365c99b1e305f8e7a946544d7cc50b8
84,80,177,3,2,short,504,84,0,pre_TC,2584,2884,2884,,f0e573658d1d9788cc81a3f8462d780902e3b40e0ea36b5b33be2eec18a708f9
84,80,177,3,2,short,505,84,1,post_TC,2884,3184,2884,,dc03c9de209d03bb668d11b29620f20bcdf5e3f9a7dccb405228baf596d2c0ca
84,80,177,3,2,short,506,84,2,pre_SC,3463,3763,3763,,dd53f18fed972491538152f88e1aeb6aaaae9e0d89eb60159ed90d0c570a11e0
84,80,177,3,2,short,507,84,3,post_SC,3763,4063,3763,,49eb5dddcafde5643a2304998592332862180fef0cffd9f8b852fc8d7d6daaf9
84,80,177,3,2,short,508,84,4,pre_GO,4200,4500,4500,,10cfcfc24f641b658eb8152a89546405e35e542f2239d43d9ede16574f238f7b
84,80,177,3,2,short,509,84,5,post_GO,4500,4800,4500,,ce26ddf97aa11190887a3efe9bc1c01e3ef9c51110756a4ef0d7c3e65542cabe
85,97,319,3,3,short,510,85,0,pre_TC,2584,2884,2884,,264d84a69e8a7e556a4e915b73d8ceb121f07c637e320344539562842ddbeb61
85,97,319,3,3,short,511,85,1,post_TC,2884,3184,2884,,3694c9e3468b9f9874fabb5ba1b245e2ae83985e60c14a049d4647d1c21571a7
85,97,319,3,3,short,512,85,2,pre_SC,3463,3763,3763,,9fb133e64eda34e7a43dde114c52c13c8849deff14264b9abac0a3632029ba3a
85,97,319,3,3,short,513,85,3,post_SC,3763,4063,3763,,06b441f18b2d10e89151666ad4c424428ffb8c09622a7c0f4799eb8b4f9bff02
85,97,319,3,3,short,514,85,4,pre_GO,4200,4500,4500,,b4b721de99ecc1ad23dde4ce73d36865b71111f6d92e85a70f612a2b8e9af44e
85,97,319,3,3,short,515,85,5,post_GO,4500,4800,4500,,8135ea5b0a8c5168edb0d69c1aa74f7e23a4808daf478de63e7123a85a4881f9
86,88,137,3,3,short,516,86,0,pre_TC,2584,2884,2884,,0ce4db446522c4981b226eaa0a9b871860ea74a19b51a2d84c12153404439f3a
86,88,137,3,3,short,517,86,1,post_TC,2884,3184,2884,,452706c3e967b004a701fb44632558710bedae62e2daa2fd2cff26b7736d595d
86,88,137,3,3,short,518,86,2,pre_SC,3463,3763,3763,,81fbd370396e63e55cffbb1821cd3afb316c552b4ff65caa5dacffd72329db85
86,88,137,3,3,short,519,86,3,post_SC,3763,4063,3763,,2915228fd6addb3db27d5a3996740fc80a9e26cff0a10c7b3c7c928b3f08124b
86,88,137,3,3,short,520,86,4,pre_GO,4200,4500,4500,,18b9548b6f49d723a8a4d854fe88743e5feae8f4f8e9026dd2efb833266f7748
86,88,137,3,3,short,521,86,5,post_GO,4500,4800,4500,,afaf8f80c1ebe15319e052094b8a815c9150394c37381e28bb4674ab44446ff8
87,71,309,3,2,short,522,87,0,pre_TC,2575,2875,2875,,3df6fd4154bcfbfb03ed3782e58a66b472990dd9970b273e163be687647db7da
87,71,309,3,2,short,523,87,1,post_TC,2875,3175,2875,,e6d229b245ae21e61ce1cbdf02000fd5eaa6ce3423f614d69ecc6d4599d18ca6
87,71,309,3,2,short,524,87,2,pre_SC,3462,3762,3762,,b9ec7aff7a79cffcc443a4ac6c850c46584b0d48c87949489aa1ac0e0fa6e1b8
87,71,309,3,2,short,525,87,3,post_SC,3762,4062,3762,,d601e2f14f6186ecfeb95e8f1aac968f251da8f0c30d30a7b830f59c08331cd5
87,71,309,3,2,short,526,87,4,pre_GO,4200,4500,4500,,f35de1cc00cf976537f653a38e4a4a597e7b01642f605e0b808b024bf9ac68ac
87,71,309,3,2,short,527,87,5,post_GO,4500,4800,4500,,34fcdc22f9b91ed2c3052a4017c1c165a827ca5b402e2abdb389c4952fe79342
88,91,416,3,0,short,528,88,0,pre_TC,2575,2875,2875,,bda068415980dc25c38ead606f6dac9f58c13b1353107c6846f0eb7f6831265f
88,91,416,3,0,short,529,88,1,post_TC,2875,3175,2875,,6667777d9287630aae3ae7239d727eee0e7af5d5b10d47491f5f226f6910fe81
88,91,416,3,0,short,530,88,2,pre_SC,3463,3763,3763,,1d3fab260cd8f01ff55c48121b7081d99c21b89fa82c25df112be5f53e574c52
88,91,416,3,0,short,531,88,3,post_SC,3763,4063,3763,,d0b9b1f94e821df7bf53b54a4bba3dd21d98e638732aa420eb64501d9333a876
88,91,416,3,0,short,532,88,4,pre_GO,4200,4500,4500,,8b094c1dee79dcf5cf0a7d5a94cbb839a80ad4ef43a53f43ca3e62fd66c1cccb
88,91,416,3,0,short,533,88,5,post_GO,4500,4800,4500,,4a86bac82812835a36470edd1ff247bcc55f8454a898fa6a35ff9e7d27dcac37
89,98,669,3,1,short,534,89,0,pre_TC,2584,2884,2884,,808c7acb03b134f18098b40181c3dcec75c35d968f0ad12f40e7b76fccf20199
89,98,669,3,1,short,535,89,1,post_TC,2884,3184,2884,,622f837b8f271109f5aca9c7ed910c971fd9bc8eaf8c81ac56b08486ee767f36
89,98,669,3,1,short,536,89,2,pre_SC,3463,3763,3763,,8bbaee7760383b2478e64c837af3d7edb6f81fc7423c0c3b5af5a252846743e3
89,98,669,3,1,short,537,89,3,post_SC,3763,4063,3763,,f265f60f640e262816e34ded86546c70a3435d9b1cb528a23cf8f02e9fb2584c
89,98,669,3,1,short,538,89,4,pre_GO,4200,4500,4500,,2caa253b0f3264e8741a3a909ad99bff2766d6e1acceda91846611f843786708
89,98,669,3,1,short,539,89,5,post_GO,4500,4800,4500,,a89825eac9bb51c9854961e641bc355f206dc89e27434032a32828247ec7c30a
90,78,572,3,1,short,540,90,0,pre_TC,2579,2879,2879,,16e4f5792bb062d6d34b756d09d88ed058900b69403aa5d4be53bfc5b86eb2e2
90,78,572,3,1,short,541,90,1,post_TC,2879,3179,2879,,853f6777cf47587f10820730727b36432947a564fa09e8f356139e4b1a48dffc
