recording,outer_fold,family,max_absolute_difference,rms_difference
monkeyM_session-o081003003-14_lfp-1,3,ar,9.904990942982e-08,1.3505759226140934e-08
monkeyM_session-o081003003-14_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-1,4,ar,6.334255327471606e-08,1.3597018408309835e-08
monkeyM_session-o081003003-14_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-2,0,ar,9.82860011650502e-09,1.792456971699473e-09
monkeyM_session-o081003003-14_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-2,1,ar,1.074472469564337e-07,1.8201248433905983e-08
monkeyM_session-o081003003-14_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-2,2,ar,1.6997477143219615e-07,2.881290478633012e-08
monkeyM_session-o081003003-14_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-2,3,ar,1.704968376390844e-07,2.586325894587155e-08
monkeyM_session-o081003003-14_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081003003-14_lfp-2,4,ar,2.3385959862566065e-07,1.6888189650998364e-08
monkeyM_session-o081003003-14_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-1,0,ar,5.6078939080601246e-08,9.495498396942588e-09
monkeyM_session-o081003015-26_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-1,1,ar,6.439142708326937e-08,1.0074384564860284e-08
monkeyM_session-o081003015-26_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-1,2,ar,8.729750111643498e-08,1.6622622156068876e-08
monkeyM_session-o081003015-26_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-1,3,ar,1.8310371155600726e-08,3.53894556348092e-09
monkeyM_session-o081003015-26_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-1,4,ar,2.3482203222998993e-07,3.1350118845149435e-08
monkeyM_session-o081003015-26_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-2,0,ar,2.649430307954167e-07,2.6884048694385447e-08
monkeyM_session-o081003015-26_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-2,1,ar,2.1468864911636416e-08,4.715670791528568e-09
monkeyM_session-o081003015-26_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-2,2,ar,6.371587055187256e-08,9.354247311474765e-09
monkeyM_session-o081003015-26_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-2,3,ar,6.904835538992554e-08,1.295389788256499e-08
monkeyM_session-o081003015-26_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081003015-26_lfp-2,4,ar,2.2482533571985524e-08,4.210310267114733e-09
monkeyM_session-o081003015-26_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-1,0,ar,4.023194493293892e-08,8.181024096999837e-09
monkeyM_session-o081008001-15_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-1,1,ar,2.1421606419096129e-07,4.148303281504487e-08
monkeyM_session-o081008001-15_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-1,2,ar,4.421589811458683e-08,9.530136341862743e-09
monkeyM_session-o081008001-15_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-1,3,ar,1.0851662775589492e-08,1.763712852929113e-09
monkeyM_session-o081008001-15_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-1,4,ar,2.0058873194828825e-08,3.75361981984485e-09
monkeyM_session-o081008001-15_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-2,0,ar,2.7169444380284805e-08,5.632076476513749e-09
monkeyM_session-o081008001-15_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-2,1,ar,4.565606809373577e-08,9.488725980210677e-09
monkeyM_session-o081008001-15_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-2,2,ar,2.4301318577143517e-08,3.69363212814964e-09
monkeyM_session-o081008001-15_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-2,3,ar,1.1835078810934962e-07,1.844173324589003e-08
monkeyM_session-o081008001-15_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081008001-15_lfp-2,4,ar,1.7470329922845453e-08,3.1238711368321448e-09
monkeyM_session-o081008001-15_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081028001-12_lfp-4,0,ar,1.9345536099598347e-08,3.215876343348823e-09
monkeyM_session-o081028001-12_lfp-4,0,embedding,0.0,0.0
monkeyM_session-o081028001-12_lfp-4,1,ar,2.3265140729395763e-08,4.05656687066633e-09
monkeyM_session-o081028001-12_lfp-4,1,embedding,0.0,0.0
monkeyM_session-o081028001-12_lfp-4,2,ar,3.2644366035913894e-08,4.896150155239329e-09
monkeyM_session-o081028001-12_lfp-4,2,embedding,0.0,0.0
monkeyM_session-o081028001-12_lfp-4,3,ar,9.74272911623145e-08,1.3208100835031212e-08
monkeyM_session-o081028001-12_lfp-4,3,embedding,0.0,0.0
monkeyM_session-o081028001-12_lfp-4,4,ar,1.1714852279280479e-07,1.7004114209557365e-08
monkeyM_session-o081028001-12_lfp-4,4,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-1,0,ar,4.0298894008752254e-08,7.281613446183607e-09
monkeyM_session-o081031013-23_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-1,1,ar,3.4561481537581304e-08,5.669942609264266e-09
monkeyM_session-o081031013-23_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-1,2,ar,9.664788639849545e-08,1.6467071927398855e-08
monkeyM_session-o081031013-23_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-1,3,ar,6.941445363038007e-08,9.894785793884493e-09
monkeyM_session-o081031013-23_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-1,4,ar,9.215966493072991e-08,1.6549454470543767e-08
monkeyM_session-o081031013-23_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-3,0,ar,4.30382000421144e-08,6.0202786712210694e-09
monkeyM_session-o081031013-23_lfp-3,0,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-3,1,ar,5.614449516600948e-08,9.33778401500798e-09
monkeyM_session-o081031013-23_lfp-3,1,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-3,2,ar,3.625657858013012e-08,6.357492373970015e-09
monkeyM_session-o081031013-23_lfp-3,2,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-3,3,ar,4.5465340266540814e-08,8.71571043408499e-09
monkeyM_session-o081031013-23_lfp-3,3,embedding,0.0,0.0
monkeyM_session-o081031013-23_lfp-3,4,ar,2.927866426974228e-08,4.809710540643482e-09
monkeyM_session-o081031013-23_lfp-3,4,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-1,0,ar,2.882759118284675e-08,5.014113422707917e-09
monkeyM_session-o081107007-13_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-1,1,ar,2.1965025419389342e-08,3.7657792724390645e-09
monkeyM_session-o081107007-13_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-1,2,ar,3.5910787066434705e-08,7.112389278781174e-09
monkeyM_session-o081107007-13_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-1,3,ar,5.81635059544814e-08,1.2837716291300708e-08
monkeyM_session-o081107007-13_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-1,4,ar,1.8787771120727962e-08,4.897874036821565e-09
monkeyM_session-o081107007-13_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-2,0,ar,4.040777894779484e-08,8.002440543498542e-09
monkeyM_session-o081107007-13_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-2,1,ar,9.452111851055616e-09,1.2772391156773705e-09
monkeyM_session-o081107007-13_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-2,2,ar,8.025704537062417e-08,4.985229713499684e-09
monkeyM_session-o081107007-13_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-2,3,ar,2.7893073380972494e-08,4.054359699973545e-09
monkeyM_session-o081107007-13_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081107007-13_lfp-2,4,ar,5.098299588220372e-08,9.716307715240658e-09
monkeyM_session-o081107007-13_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-1,0,ar,6.705802899661766e-08,1.2780700474500316e-08
monkeyM_session-o081113002-9_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-1,1,ar,8.68361436164207e-08,1.746192203493329e-08
monkeyM_session-o081113002-9_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-1,2,ar,2.651855293743597e-07,3.044165702109732e-08
monkeyM_session-o081113002-9_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-1,3,ar,4.612028999497115e-08,8.353386227047925e-09
monkeyM_session-o081113002-9_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-1,4,ar,1.2363886239596727e-07,2.234643890840455e-08
monkeyM_session-o081113002-9_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-2,0,ar,7.665290584039919e-08,1.6035207421584548e-08
monkeyM_session-o081113002-9_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-2,1,ar,4.1549702055570896e-08,8.195017689201879e-09
monkeyM_session-o081113002-9_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-2,2,ar,2.647642750953959e-07,5.034822314072247e-08
monkeyM_session-o081113002-9_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-2,3,ar,6.49218923063407e-08,1.0221557782436626e-08
monkeyM_session-o081113002-9_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081113002-9_lfp-2,4,ar,2.1500472589098098e-07,3.547632931774143e-08
monkeyM_session-o081113002-9_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081127010-14_lfp-1,0,ar,2.8554829842775305e-08,5.1506687106299255e-09
monkeyM_session-o081127010-14_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o081127010-14_lfp-1,1,ar,5.008507775839744e-08,9.453886742641885e-09
monkeyM_session-o081127010-14_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o081127010-14_lfp-1,2,ar,5.867560764154624e-08,1.0247148355132432e-08
monkeyM_session-o081127010-14_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o081127010-14_lfp-1,3,ar,5.972978948967059e-08,1.0868391763428227e-08
monkeyM_session-o081127010-14_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o081127010-14_lfp-1,4,ar,7.46988695065091e-08,1.329508115434106e-08
monkeyM_session-o081127010-14_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-2,0,ar,7.806876232133901e-08,1.4155346398681057e-08
monkeyM_session-o081202001-7_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-2,1,ar,6.766295919288486e-08,1.2791099960562365e-08
monkeyM_session-o081202001-7_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-2,2,ar,4.747933534396745e-08,8.738133219480343e-09
monkeyM_session-o081202001-7_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-2,3,ar,4.61705717408876e-08,7.4060446663326e-09
monkeyM_session-o081202001-7_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-2,4,ar,4.144257205086093e-08,7.517901637900858e-09
monkeyM_session-o081202001-7_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-4,0,ar,1.273897410650985e-07,2.234723509525697e-08
monkeyM_session-o081202001-7_lfp-4,0,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-4,1,ar,2.640679273269945e-07,4.768203306090366e-08
monkeyM_session-o081202001-7_lfp-4,1,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-4,2,ar,1.1873280794433196e-07,2.1023917061601576e-08
monkeyM_session-o081202001-7_lfp-4,2,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-4,3,ar,3.9551004977610854e-08,8.814092957296912e-09
monkeyM_session-o081202001-7_lfp-4,3,embedding,0.0,0.0
monkeyM_session-o081202001-7_lfp-4,4,ar,1.007145074416048e-07,2.0355335858306453e-08
monkeyM_session-o081202001-7_lfp-4,4,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-1,0,ar,2.2577036948192956e-07,4.27721017404863e-08
monkeyT_session-y070130005-13_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-1,1,ar,1.0067638587130546e-07,1.9528138170068243e-08
monkeyT_session-y070130005-13_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-1,2,ar,1.2971056606114837e-07,2.320477589042885e-08
monkeyT_session-y070130005-13_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-1,3,ar,2.297983917289503e-07,3.9250494023435624e-08
monkeyT_session-y070130005-13_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-1,4,ar,5.094733285639433e-08,1.0964815831932499e-08
monkeyT_session-y070130005-13_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-2,0,ar,2.0710515283059558e-08,4.516256269056914e-09
monkeyT_session-y070130005-13_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-2,1,ar,1.0396049672663742e-07,1.738734430739726e-08
monkeyT_session-y070130005-13_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-2,2,ar,9.255237577721065e-08,1.74793325120123e-08
monkeyT_session-y070130005-13_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-2,3,ar,6.872306411516058e-08,1.3263258870061985e-08
monkeyT_session-y070130005-13_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070130005-13_lfp-2,4,ar,1.324999783202112e-08,2.366125670647478e-09
monkeyT_session-y070130005-13_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070201001-6_lfp-1,0,ar,1.178027746117586e-07,2.2204331535524525e-08
monkeyT_session-y070201001-6_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070201001-6_lfp-1,1,ar,2.2846456573040637e-08,4.1676213550400625e-09
monkeyT_session-y070201001-6_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070201001-6_lfp-1,2,ar,8.943850031184518e-08,1.589439076585633e-08
monkeyT_session-y070201001-6_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070201001-6_lfp-1,3,ar,3.1964451509324063e-08,5.427296481449813e-09
monkeyT_session-y070201001-6_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070201001-6_lfp-1,4,ar,4.310049058051015e-08,8.148662915149319e-09
monkeyT_session-y070201001-6_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070202001-7_lfp-1,0,ar,4.0078918939505034e-08,8.002672989421014e-09
monkeyT_session-y070202001-7_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070202001-7_lfp-1,1,ar,8.809945693929663e-08,1.5509877652452385e-08
monkeyT_session-y070202001-7_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070202001-7_lfp-1,2,ar,5.820357326419452e-09,1.2170183260060087e-09
monkeyT_session-y070202001-7_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070202001-7_lfp-1,3,ar,4.1907777595276245e-08,8.950393348707224e-09
monkeyT_session-y070202001-7_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070202001-7_lfp-1,4,ar,7.371642050068e-08,1.586508562018701e-08
monkeyT_session-y070202001-7_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070206006-12_lfp-1,0,ar,6.845020072190336e-08,1.0731673061096933e-08
monkeyT_session-y070206006-12_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070206006-12_lfp-1,1,ar,4.0248343256311936e-08,7.24946865885121e-09
monkeyT_session-y070206006-12_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070206006-12_lfp-1,2,ar,2.8427704111501015e-08,4.176194750765054e-09
monkeyT_session-y070206006-12_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070206006-12_lfp-1,3,ar,3.636578611952436e-08,7.129010882452637e-09
monkeyT_session-y070206006-12_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070206006-12_lfp-1,4,ar,8.697738347878282e-08,1.5537515701762688e-08
monkeyT_session-y070206006-12_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-1,0,ar,2.3489307683790357e-07,4.487240239491644e-08
monkeyT_session-y070207004-11_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-1,1,ar,1.1596112222843e-07,2.330876895422811e-08
monkeyT_session-y070207004-11_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-1,2,ar,6.710594919762808e-08,1.0880757696096216e-08
monkeyT_session-y070207004-11_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-1,3,ar,1.6202089353565662e-07,2.626933664644762e-08
monkeyT_session-y070207004-11_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-1,4,ar,1.3641958743085356e-07,2.22265203923795e-08
monkeyT_session-y070207004-11_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-2,0,ar,5.484971831245947e-08,1.1835174145441058e-08
monkeyT_session-y070207004-11_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-2,1,ar,1.0867686186475387e-07,1.6606767373766185e-08
monkeyT_session-y070207004-11_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-2,2,ar,6.528034218755436e-08,1.3032891158684464e-08
monkeyT_session-y070207004-11_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-2,3,ar,7.05236815730587e-08,1.4298834131733689e-08
monkeyT_session-y070207004-11_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070207004-11_lfp-2,4,ar,1.0644890661580704e-07,2.153137006919882e-08
monkeyT_session-y070207004-11_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-1,0,ar,5.389996239943797e-08,1.1515479867360616e-08
monkeyT_session-y070207012-19_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-1,1,ar,1.7189387944722273e-08,3.6548180289591525e-09
monkeyT_session-y070207012-19_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-1,2,ar,1.7770099777444405e-07,3.1971860641677325e-08
monkeyT_session-y070207012-19_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-1,3,ar,5.025425103941279e-08,9.084046640535179e-09
monkeyT_session-y070207012-19_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-1,4,ar,1.132064031866874e-07,2.0770226398559756e-08
monkeyT_session-y070207012-19_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-2,0,ar,4.210420997572892e-08,8.64143640933858e-09
monkeyT_session-y070207012-19_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-2,1,ar,8.942182883704339e-08,1.74980859491329e-08
monkeyT_session-y070207012-19_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-2,2,ar,1.2280977640670605e-07,2.3686546202763554e-08
monkeyT_session-y070207012-19_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-2,3,ar,8.309999981561712e-08,1.7384778968277133e-08
monkeyT_session-y070207012-19_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070207012-19_lfp-2,4,ar,1.146934116096586e-07,1.9260692735627217e-08
monkeyT_session-y070207012-19_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-1,0,ar,8.852009889025528e-08,1.3628328051315076e-08
monkeyT_session-y070208003-8_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-1,1,ar,8.100566792188955e-08,1.4123941408163881e-08
monkeyT_session-y070208003-8_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-1,2,ar,1.3073161569130201e-08,2.71097500333441e-09
monkeyT_session-y070208003-8_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-1,3,ar,8.076075870880849e-09,1.6065447101557453e-09
monkeyT_session-y070208003-8_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-1,4,ar,4.0731972324366e-08,6.744527997680645e-09
monkeyT_session-y070208003-8_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-2,0,ar,1.601409053298558e-07,3.2753235958613055e-08
monkeyT_session-y070208003-8_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-2,1,ar,5.1541526511610786e-08,7.093061521447557e-09
monkeyT_session-y070208003-8_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-2,2,ar,5.268109425559872e-08,1.0085371540775491e-08
monkeyT_session-y070208003-8_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-2,3,ar,1.6937310006685108e-07,2.9862220541860446e-08
monkeyT_session-y070208003-8_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070208003-8_lfp-2,4,ar,4.212314054768268e-08,8.411219383413716e-09
monkeyT_session-y070208003-8_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-1,0,ar,5.788738905864073e-08,1.0371489935697293e-08
monkeyT_session-y070209004-10_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-1,1,ar,1.0516146441456528e-07,1.912722121544337e-08
monkeyT_session-y070209004-10_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-1,2,ar,4.362986225428522e-08,6.620088573304664e-09
monkeyT_session-y070209004-10_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-1,3,ar,3.1708283912965703e-08,4.9772429697170545e-09
monkeyT_session-y070209004-10_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-1,4,ar,4.231091543744963e-08,7.833924858827836e-09
monkeyT_session-y070209004-10_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-2,0,ar,4.870037870901862e-08,8.616551567140716e-09
monkeyT_session-y070209004-10_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-2,1,ar,1.1292015609576985e-07,1.6797409377793883e-08
monkeyT_session-y070209004-10_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-2,2,ar,3.9663442114468844e-08,7.743433957209773e-09
monkeyT_session-y070209004-10_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-2,3,ar,6.620472396798478e-08,1.0173941965553639e-08
monkeyT_session-y070209004-10_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070209004-10_lfp-2,4,ar,8.29312810017406e-08,1.5302422214660138e-08
monkeyT_session-y070209004-10_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070213003-8_lfp-1,0,ar,1.0843401866830141e-07,2.0617797189457588e-08
monkeyT_session-y070213003-8_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070213003-8_lfp-1,1,ar,2.8214713457578536e-08,5.301681482342905e-09
monkeyT_session-y070213003-8_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070213003-8_lfp-1,2,ar,1.386444465819323e-07,2.4678979136778462e-08
monkeyT_session-y070213003-8_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070213003-8_lfp-1,3,ar,1.5407476685333835e-08,2.2533396744864585e-09
monkeyT_session-y070213003-8_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070213003-8_lfp-1,4,ar,3.271048731260783e-08,6.022953497264874e-09
monkeyT_session-y070213003-8_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070214006-11_lfp-2,0,ar,3.466659243965987e-08,4.331510089959917e-09
monkeyT_session-y070214006-11_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070214006-11_lfp-2,1,ar,4.111056250730529e-08,8.06342037125648e-09
monkeyT_session-y070214006-11_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070214006-11_lfp-2,2,ar,2.5587853496743425e-08,4.96097822472723e-09
monkeyT_session-y070214006-11_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070214006-11_lfp-2,3,ar,3.526976687882053e-08,7.261297024851376e-09
monkeyT_session-y070214006-11_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070214006-11_lfp-2,4,ar,1.1794333432645077e-08,2.505533150632038e-09
monkeyT_session-y070214006-11_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070214012-17_lfp-2,0,ar,9.175479686023696e-08,2.0971669218784462e-08
monkeyT_session-y070214012-17_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070214012-17_lfp-2,1,ar,4.723577219623541e-08,9.238757946936213e-09
monkeyT_session-y070214012-17_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070214012-17_lfp-2,2,ar,1.28804301191386e-07,2.3045910983766493e-08
monkeyT_session-y070214012-17_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070214012-17_lfp-2,3,ar,1.9776842818865908e-07,3.824701983619041e-08
monkeyT_session-y070214012-17_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070214012-17_lfp-2,4,ar,1.3691835758526325e-07,3.0771092633959124e-08
monkeyT_session-y070214012-17_lfp-2,4,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-1,0,ar,5.2444670586978756e-08,9.247437682435072e-09
monkeyT_session-y070215005-10_lfp-1,0,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-1,1,ar,8.711836804151151e-08,1.807810694611597e-08
monkeyT_session-y070215005-10_lfp-1,1,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-1,2,ar,4.4339246865125574e-08,7.035342652969625e-09
monkeyT_session-y070215005-10_lfp-1,2,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-1,3,ar,3.577990716793593e-08,7.533257792516882e-09
monkeyT_session-y070215005-10_lfp-1,3,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-1,4,ar,1.1594108199284572e-07,2.49142662754804e-08
monkeyT_session-y070215005-10_lfp-1,4,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-2,0,ar,3.9601767253937686e-08,7.88966086025581e-09
monkeyT_session-y070215005-10_lfp-2,0,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-2,1,ar,2.3950732217815907e-08,5.027709548312595e-09
monkeyT_session-y070215005-10_lfp-2,1,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-2,2,ar,1.203594938272226e-07,2.643484652167729e-08
monkeyT_session-y070215005-10_lfp-2,2,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-2,3,ar,2.611901616593037e-08,5.081822736404855e-09
monkeyT_session-y070215005-10_lfp-2,3,embedding,0.0,0.0
monkeyT_session-y070215005-10_lfp-2,4,ar,3.257295891085504e-08,5.606959210688863e-09
